geom,intersection_lat,intersection_lon,year,st_asgeojson,biccol,pedcol,bickill,pedkill,ambiccol,pmbiccol,ampedcol,pmpedcol,ambickill,pmbickill,ampedkill,pmpedkill,street_names,bicinj,pedinj,ambicinj,pmbicinj,ampedinj,pmpedinj
POINT(-122.362687924 37.8118959065),37.8118959065,-122.362687924,2008,"{""type"":""Point"",""coordinates"":[-122.362687924,37.8118959065]}",0,1,0,1,0,0,0,1,0,0,0,1,"['HARRIET LN', 'HEALY AVE', 'NORTH GATE RD']",0,0,0,0,0,0
POINT(-122.362687924 37.8118959065),37.8118959065,-122.362687924,2010,"{""type"":""Point"",""coordinates"":[-122.362687924,37.8118959065]}",0,1,0,0,0,0,1,0,0,0,0,0,"['HARRIET LN', 'HEALY AVE', 'NORTH GATE RD']",0,1,0,0,1,0
POINT(-122.363147334 37.8119019961),37.8119019961,-122.363147334,2011,"{""type"":""Point"",""coordinates"":[-122.363147334,37.8119019961]}",0,1,0,0,0,0,0,1,0,0,0,0,"['I-80 E ON RAMP', 'I-80 EASTBOUND']",0,1,0,0,0,1
POINT(-122.363742766 37.8235744254),37.8235744254,-122.363742766,2016,"{""type"":""Point"",""coordinates"":[-122.363742766,37.8235744254]}",1,0,0,0,0,1,0,0,0,0,0,0,"['04TH TI ST', 'AVENUE N']",1,0,0,1,0,0
POINT(-122.367433795 37.8078191921),37.8078191921,-122.367433795,2014,"{""type"":""Point"",""coordinates"":[-122.367433795,37.8078191921]}",0,1,0,0,0,0,1,0,0,0,0,0,"['I-80 W ON RAMP', 'I-80 WESTBOUND']",0,1,0,0,1,0
POINT(-122.367433795 37.8078191921),37.8078191921,-122.367433795,2020,"{""type"":""Point"",""coordinates"":[-122.367433795,37.8078191921]}",0,1,0,0,0,0,1,0,0,0,0,0,"['I-80 W ON RAMP', 'I-80 WESTBOUND']",0,1,0,0,1,0
POINT(-122.367433795 37.8078191921),37.8078191921,-122.367433795,2022,"{""type"":""Point"",""coordinates"":[-122.367433795,37.8078191921]}",0,1,0,0,0,0,1,0,0,0,0,0,"['I-80 W ON RAMP', 'I-80 WESTBOUND']",0,1,0,0,1,0
POINT(-122.369060911 37.8187490198),37.8187490198,-122.369060911,2007,"{""type"":""Point"",""coordinates"":[-122.369060911,37.8187490198]}",1,0,0,0,0,1,0,0,0,0,0,0,"['AVENUE D', 'CALIFORNIA AVE']",1,0,0,1,0,0
POINT(-122.369540922 37.7294740253),37.7294740253,-122.369540922,2015,"{""type"":""Point"",""coordinates"":[-122.369540922,37.7294740253]}",0,1,0,0,0,0,1,0,0,0,0,0,"['DONAHUE ST', 'HUDSON AVE']",0,1,0,0,1,0
POINT(-122.369976638 37.8252699445),37.8252699445,-122.369976638,2018,"{""type"":""Point"",""coordinates"":[-122.369976638,37.8252699445]}",0,1,0,0,0,0,0,1,0,0,0,0,"['09TH TI ST', 'AVENUE H']",0,1,0,0,0,1
POINT(-122.369976638 37.8252699445),37.8252699445,-122.369976638,2019,"{""type"":""Point"",""coordinates"":[-122.369976638,37.8252699445]}",0,1,0,0,0,0,0,1,0,0,0,0,"['09TH TI ST', 'AVENUE H']",0,1,0,0,0,1
POINT(-122.370145384 37.7288061449),37.7288061449,-122.370145384,2014,"{""type"":""Point"",""coordinates"":[-122.370145384,37.7288061449]}",0,1,0,0,0,0,1,0,0,0,0,0,"['DONAHUE ST', 'INNES AVE']",0,1,0,0,1,0
POINT(-122.370145384 37.7288061449),37.7288061449,-122.370145384,2018,"{""type"":""Point"",""coordinates"":[-122.370145384,37.7288061449]}",0,1,0,0,0,0,1,0,0,0,0,0,"['DONAHUE ST', 'INNES AVE']",0,1,0,0,1,0
POINT(-122.370145384 37.7288061449),37.7288061449,-122.370145384,2022,"{""type"":""Point"",""coordinates"":[-122.370145384,37.7288061449]}",0,1,0,0,0,0,1,0,0,0,0,0,"['DONAHUE ST', 'INNES AVE']",0,1,0,0,1,0
POINT(-122.37038772 37.8181870341),37.8181870341,-122.37038772,2006,"{""type"":""Point"",""coordinates"":[-122.37038772,37.8181870341]}",0,1,0,0,0,0,0,1,0,0,0,0,"['AVENUE C', 'CALIFORNIA AVE']",0,1,0,0,0,1
POINT(-122.37038772 37.8181870341),37.8181870341,-122.37038772,2012,"{""type"":""Point"",""coordinates"":[-122.37038772,37.8181870341]}",0,1,0,0,0,0,0,1,0,0,0,0,"['AVENUE C', 'CALIFORNIA AVE']",0,1,0,0,0,1
POINT(-122.37038772 37.8181870341),37.8181870341,-122.37038772,2016,"{""type"":""Point"",""coordinates"":[-122.37038772,37.8181870341]}",0,1,0,0,0,0,0,1,0,0,0,0,"['AVENUE C', 'CALIFORNIA AVE']",0,1,0,0,0,1
POINT(-122.371031538 37.813223805),37.813223805,-122.371031538,2020,"{""type"":""Point"",""coordinates"":[-122.371031538,37.813223805]}",1,0,0,0,1,0,0,0,0,0,0,0,"['AVENUE OF THE PALMS', 'MACALLA RD', 'TREASURE ISLAND RD']",1,0,1,0,0,0
POINT(-122.371031538 37.813223805),37.813223805,-122.371031538,2021,"{""type"":""Point"",""coordinates"":[-122.371031538,37.813223805]}",0,1,0,1,0,0,0,1,0,0,0,1,"['AVENUE OF THE PALMS', 'MACALLA RD', 'TREASURE ISLAND RD']",0,0,0,0,0,0
POINT(-122.372583555 37.7292545051),37.7292545051,-122.372583555,2019,"{""type"":""Point"",""coordinates"":[-122.372583555,37.7292545051]}",0,1,0,0,0,0,0,1,0,0,0,0,"['EARL ST', 'JERROLD AVE']",0,1,0,0,0,1
POINT(-122.373157914 37.7286385376),37.7286385376,-122.373157914,2006,"{""type"":""Point"",""coordinates"":[-122.373157914,37.7286385376]}",1,0,0,0,0,1,0,0,0,0,0,0,"['EARL ST', 'KIRKWOOD AVE']",1,0,0,1,0,0
POINT(-122.373157914 37.7286385376),37.7286385376,-122.373157914,2018,"{""type"":""Point"",""coordinates"":[-122.373157914,37.7286385376]}",0,1,0,0,0,0,1,0,0,0,0,0,"['EARL ST', 'KIRKWOOD AVE']",0,1,0,0,1,0
POINT(-122.373890404 37.8275594309),37.8275594309,-122.373890404,2010,"{""type"":""Point"",""coordinates"":[-122.373890404,37.8275594309]}",1,0,0,0,0,1,0,0,0,0,0,0,"['13TH TI ST', 'AVENUE E']",1,0,0,1,0,0
POINT(-122.375599578 37.8296622966),37.8296622966,-122.375599578,2018,"{""type"":""Point"",""coordinates"":[-122.375599578,37.8296622966]}",0,1,0,0,0,0,1,0,0,0,0,0,"['GATEVIEW AVE', 'MARINER DR']",0,1,0,0,1,0
POINT(-122.375758215 37.7319966003),37.7319966003,-122.375758215,2017,"{""type"":""Point"",""coordinates"":[-122.375758215,37.7319966003]}",0,1,0,0,0,0,0,1,0,0,0,0,"['GRIFFITH ST', 'INNES AVE']",0,1,0,0,0,1
POINT(-122.376153168 37.8226296777),37.8226296777,-122.376153168,2017,"{""type"":""Point"",""coordinates"":[-122.376153168,37.8226296777]}",1,0,0,0,0,1,0,0,0,0,0,0,"['09TH TI ST', 'AVENUE OF THE PALMS', 'PERIMETER PATH']",1,0,0,1,0,0
POINT(-122.37691669 37.8265722655),37.8265722655,-122.37691669,2021,"{""type"":""Point"",""coordinates"":[-122.37691669,37.8265722655]}",0,1,0,0,0,0,1,0,0,0,0,0,"['AVENUE B', 'STURGEON ST']",0,1,0,0,1,0
POINT(-122.376999545 37.7310098713),37.7310098713,-122.376999545,2015,"{""type"":""Point"",""coordinates"":[-122.376999545,37.7310098713]}",1,0,0,0,0,1,0,0,0,0,0,0,"['HARBOR RD', 'NORTHRIDGE RD']",1,0,0,1,0,0
POINT(-122.377588899 37.8270435442),37.8270435442,-122.377588899,2009,"{""type"":""Point"",""coordinates"":[-122.377588899,37.8270435442]}",0,1,0,0,0,0,0,1,0,0,0,0,"['AVENUE B', 'GATEVIEW AVE']",0,1,0,0,0,1
POINT(-122.378392114 37.7259321604),37.7259321604,-122.378392114,2016,"{""type"":""Point"",""coordinates"":[-122.378392114,37.7259321604]}",0,1,0,0,0,0,1,0,0,0,0,0,"['ARELIOUS WALKER DR', 'QUESADA AVE']",0,1,0,0,1,0
POINT(-122.379174739 37.728231786),37.728231786,-122.379174739,2016,"{""type"":""Point"",""coordinates"":[-122.379174739,37.728231786]}",0,1,0,0,0,0,0,1,0,0,0,0,"['GRIFFITH ST', 'OAKDALE AVE']",0,1,0,0,0,1
POINT(-122.379551892 37.7311094153),37.7311094153,-122.379551892,2021,"{""type"":""Point"",""coordinates"":[-122.379551892,37.7311094153]}",0,1,0,0,0,0,0,1,0,0,0,0,"['INGALLS ST', 'KISKA RD']",0,1,0,0,0,1
POINT(-122.379596063 37.7324645723),37.7324645723,-122.379596063,2008,"{""type"":""Point"",""coordinates"":[-122.379596063,37.7324645723]}",0,1,0,0,0,0,0,1,0,0,0,0,"['HUDSON AVE', 'INGALLS ST']",0,1,0,0,0,1
POINT(-122.379696558 37.7276177942),37.7276177942,-122.379696558,2020,"{""type"":""Point"",""coordinates"":[-122.379696558,37.7276177942]}",0,1,0,0,0,0,0,1,0,0,0,0,"['GRIFFITH ST', 'PALOU AVE']",0,1,0,0,0,1
POINT(-122.379901193 37.7307190058),37.7307190058,-122.379901193,2018,"{""type"":""Point"",""coordinates"":[-122.379901193,37.7307190058]}",0,1,0,0,0,0,0,1,0,0,0,0,"['BEATRICE LN', 'INGALLS ST']",0,1,0,0,0,1
POINT(-122.379931726 37.7333807337),37.7333807337,-122.379931726,2013,"{""type"":""Point"",""coordinates"":[-122.379931726,37.7333807337]}",0,1,0,0,0,0,1,0,0,0,0,0,"['HARBOR RD', 'INGALLS ST']",0,1,0,0,1,0
POINT(-122.379931726 37.7333807337),37.7333807337,-122.379931726,2018,"{""type"":""Point"",""coordinates"":[-122.379931726,37.7333807337]}",1,0,0,0,0,1,0,0,0,0,0,0,"['HARBOR RD', 'INGALLS ST']",1,0,0,1,0,0
POINT(-122.379931726 37.7333807337),37.7333807337,-122.379931726,2021,"{""type"":""Point"",""coordinates"":[-122.379931726,37.7333807337]}",0,1,0,0,0,0,0,1,0,0,0,0,"['HARBOR RD', 'INGALLS ST']",0,1,0,0,0,1
POINT(-122.380184589 37.7324221748),37.7324221748,-122.380184589,2007,"{""type"":""Point"",""coordinates"":[-122.380184589,37.7324221748]}",0,1,0,0,0,0,1,0,0,0,0,0,"['BERTHA LN', 'HUDSON AVE']",0,1,0,0,1,0
POINT(-122.381146511 37.7313877877),37.7313877877,-122.381146511,2017,"{""type"":""Point"",""coordinates"":[-122.381146511,37.7313877877]}",1,0,0,0,1,0,0,0,0,0,0,0,"['BEATRICE LN', 'LILLIAN ST']",1,0,1,0,0,0
POINT(-122.381439389 37.7305817186),37.7305817186,-122.381439389,2016,"{""type"":""Point"",""coordinates"":[-122.381439389,37.7305817186]}",0,1,0,0,0,0,0,1,0,0,0,0,"['INGALLS ST', 'LA SALLE AVE']",0,1,0,0,0,1
POINT(-122.382030034 37.7333730317),37.7333730317,-122.382030034,2016,"{""type"":""Point"",""coordinates"":[-122.382030034,37.7333730317]}",0,1,0,0,0,0,0,1,0,0,0,0,"['HUDSON AVE', 'WILLIE B KENNEDY DR']",0,1,0,0,0,1
POINT(-122.382279349 37.7336317941),37.7336317941,-122.382279349,2021,"{""type"":""Point"",""coordinates"":[-122.382279349,37.7336317941]}",0,1,0,0,0,0,1,0,0,0,0,0,"['HUDSON AVE', 'WHITNEY YOUNG CIR']",0,1,0,0,1,0
POINT(-122.382686989 37.7274248723),37.7274248723,-122.382686989,2019,"{""type"":""Point"",""coordinates"":[-122.382686989,37.7274248723]}",0,1,0,0,0,0,1,0,0,0,0,0,"['HAWES ST', 'REVERE AVE']",0,1,0,0,1,0
POINT(-122.382887872 37.7303419716),37.7303419716,-122.382887872,2011,"{""type"":""Point"",""coordinates"":[-122.382887872,37.7303419716]}",1,0,0,0,0,1,0,0,0,0,0,0,"['INGALLS ST', 'OAKDALE AVE']",1,0,0,1,0,0
POINT(-122.382962002 37.7346032049),37.7346032049,-122.382962002,2011,"{""type"":""Point"",""coordinates"":[-122.382962002,37.7346032049]}",0,1,0,0,0,0,0,1,0,0,0,0,"['ARDATH CT', 'HAWKINS LN', 'HUDSON AVE']",0,1,0,0,0,1
POINT(-122.38311822 37.7438833366),37.7438833366,-122.38311822,2020,"{""type"":""Point"",""coordinates"":[-122.38311822,37.7438833366]}",1,0,0,0,0,1,0,0,0,0,0,0,"['CARGO WAY', 'MENDELL ST']",1,0,0,1,0,0
POINT(-122.383248262 37.7267982979),37.7267982979,-122.383248262,2020,"{""type"":""Point"",""coordinates"":[-122.383248262,37.7267982979]}",1,0,0,0,0,1,0,0,0,0,0,0,"['HAWES ST', 'SHAFTER AVE']",1,0,0,1,0,0
POINT(-122.383407613 37.7332365171),37.7332365171,-122.383407613,2011,"{""type"":""Point"",""coordinates"":[-122.383407613,37.7332365171]}",0,1,0,0,0,0,0,1,0,0,0,0,"['PROGRESS ST', 'WHITNEY YOUNG CIR']",0,1,0,0,0,1
POINT(-122.38341043 37.7391771706),37.7391771706,-122.38341043,2006,"{""type"":""Point"",""coordinates"":[-122.38341043,37.7391771706]}",0,1,0,0,0,0,1,0,0,0,0,0,"['FAIRFAX AVE', 'LANE ST']",0,1,0,0,1,0
POINT(-122.38341043 37.7391771706),37.7391771706,-122.38341043,2008,"{""type"":""Point"",""coordinates"":[-122.38341043,37.7391771706]}",0,1,0,0,0,0,0,1,0,0,0,0,"['FAIRFAX AVE', 'LANE ST']",0,1,0,0,0,1
POINT(-122.383431184 37.729737553),37.729737553,-122.383431184,2015,"{""type"":""Point"",""coordinates"":[-122.383431184,37.729737553]}",0,1,0,0,0,0,0,1,0,0,0,0,"['INGALLS ST', 'PALOU AVE']",0,1,0,0,0,1
POINT(-122.383431184 37.729737553),37.729737553,-122.383431184,2016,"{""type"":""Point"",""coordinates"":[-122.383431184,37.729737553]}",1,1,0,0,1,0,0,1,0,0,0,0,"['INGALLS ST', 'PALOU AVE']",1,1,1,0,0,1
POINT(-122.383431184 37.729737553),37.729737553,-122.383431184,2019,"{""type"":""Point"",""coordinates"":[-122.383431184,37.729737553]}",0,1,0,0,0,0,0,1,0,0,0,0,"['INGALLS ST', 'PALOU AVE']",0,1,0,0,0,1
POINT(-122.383637861 37.7366045277),37.7366045277,-122.383637861,2014,"{""type"":""Point"",""coordinates"":[-122.383637861,37.7366045277]}",0,1,0,0,0,0,0,1,0,0,0,0,"['HUDSON AVE', 'REUEL CT']",0,1,0,0,0,1
POINT(-122.383803252 37.7324340236),37.7324340236,-122.383803252,2019,"{""type"":""Point"",""coordinates"":[-122.383803252,37.7324340236]}",0,1,0,0,0,0,0,1,0,0,0,0,"['LA SALLE AVE', 'OSCEOLA LN']",0,1,0,0,0,1
POINT(-122.383803252 37.7324340236),37.7324340236,-122.383803252,2020,"{""type"":""Point"",""coordinates"":[-122.383803252,37.7324340236]}",0,2,0,0,0,0,0,2,0,0,0,0,"['LA SALLE AVE', 'OSCEOLA LN']",0,2,0,0,0,2
POINT(-122.383850375 37.7423787519),37.7423787519,-122.383850375,2022,"{""type"":""Point"",""coordinates"":[-122.383850375,37.7423787519]}",0,1,0,0,0,0,1,0,0,0,0,0,"['MENDELL ST', 'NEWHALL ST']",0,1,0,0,1,0
POINT(-122.384402011 37.716090968),37.716090968,-122.384402011,2007,"{""type"":""Point"",""coordinates"":[-122.384402011,37.716090968]}",0,1,0,0,0,0,0,1,0,0,0,0,"['EARL ST', 'GILMAN AVE']",0,1,0,0,0,1
POINT(-122.384556305 37.728485849),37.728485849,-122.384556305,2009,"{""type"":""Point"",""coordinates"":[-122.384556305,37.728485849]}",0,1,0,0,0,0,1,0,0,0,0,0,"['INGALLS ST', 'REVERE AVE']",0,1,0,0,1,0
POINT(-122.384556305 37.728485849),37.728485849,-122.384556305,2018,"{""type"":""Point"",""coordinates"":[-122.384556305,37.728485849]}",1,0,0,0,0,1,0,0,0,0,0,0,"['INGALLS ST', 'REVERE AVE']",1,0,0,1,0,0
POINT(-122.384556305 37.728485849),37.728485849,-122.384556305,2020,"{""type"":""Point"",""coordinates"":[-122.384556305,37.728485849]}",0,1,0,0,0,0,0,1,0,0,0,0,"['INGALLS ST', 'REVERE AVE']",0,1,0,0,0,1
POINT(-122.38470554 37.7408975166),37.7408975166,-122.38470554,2012,"{""type"":""Point"",""coordinates"":[-122.38470554,37.7408975166]}",0,1,0,0,0,0,1,0,0,0,0,0,"['EVANS AVE', 'MENDELL ST']",0,1,0,0,1,0
POINT(-122.38470554 37.7408975166),37.7408975166,-122.38470554,2021,"{""type"":""Point"",""coordinates"":[-122.38470554,37.7408975166]}",1,0,0,0,0,1,0,0,0,0,0,0,"['EVANS AVE', 'MENDELL ST']",1,0,0,1,0,0
POINT(-122.38470554 37.7408975166),37.7408975166,-122.38470554,2022,"{""type"":""Point"",""coordinates"":[-122.38470554,37.7408975166]}",1,0,0,0,0,1,0,0,0,0,0,0,"['EVANS AVE', 'MENDELL ST']",1,0,0,1,0,0
POINT(-122.385118851 37.7278599934),37.7278599934,-122.385118851,2006,"{""type"":""Point"",""coordinates"":[-122.385118851,37.7278599934]}",0,1,0,0,0,0,1,0,0,0,0,0,"['INGALLS ST', 'SHAFTER AVE']",0,1,0,0,1,0
POINT(-122.385118851 37.7278599934),37.7278599934,-122.385118851,2012,"{""type"":""Point"",""coordinates"":[-122.385118851,37.7278599934]}",0,2,0,0,0,0,0,2,0,0,0,0,"['INGALLS ST', 'SHAFTER AVE']",0,2,0,0,0,2
POINT(-122.385281656 37.740240016),37.740240016,-122.385281656,2011,"{""type"":""Point"",""coordinates"":[-122.385281656,37.740240016]}",1,0,0,0,0,1,0,0,0,0,0,0,"['FAIRFAX AVE', 'MENDELL ST']",1,0,0,1,0,0
POINT(-122.385281656 37.740240016),37.740240016,-122.385281656,2015,"{""type"":""Point"",""coordinates"":[-122.385281656,37.740240016]}",1,0,0,0,0,1,0,0,0,0,0,0,"['FAIRFAX AVE', 'MENDELL ST']",1,0,0,1,0,0
POINT(-122.385286995 37.7307908148),37.7307908148,-122.385286995,2007,"{""type"":""Point"",""coordinates"":[-122.385286995,37.7307908148]}",0,1,0,0,0,0,0,1,0,0,0,0,"['JENNINGS ST', 'PALOU AVE']",0,1,0,0,0,1
POINT(-122.385609011 37.7200545473),37.7200545473,-122.385609011,2018,"{""type"":""Point"",""coordinates"":[-122.385609011,37.7200545473]}",0,1,0,0,0,0,0,1,0,0,0,0,"['CAMERON WAY', 'GRIFFITH ST']",0,1,0,0,0,1
POINT(-122.385616007 37.7503827757),37.7503827757,-122.385616007,2008,"{""type"":""Point"",""coordinates"":[-122.385616007,37.7503827757]}",0,1,0,0,0,0,0,1,0,0,0,0,"['CESAR CHAVEZ ST', 'MICHIGAN ST']",0,1,0,0,0,1
POINT(-122.38585274 37.7301667641),37.7301667641,-122.38585274,2019,"{""type"":""Point"",""coordinates"":[-122.38585274,37.7301667641]}",1,0,0,0,1,0,0,0,0,0,0,0,"['JENNINGS ST', 'QUESADA AVE']",1,0,1,0,0,0
POINT(-122.386045541 37.7331034788),37.7331034788,-122.386045541,2008,"{""type"":""Point"",""coordinates"":[-122.386045541,37.7331034788]}",0,2,0,0,0,0,1,1,0,0,0,0,"['KEITH ST', 'NEWCOMB AVE']",0,2,0,0,1,1
POINT(-122.386060187 37.7457569905),37.7457569905,-122.386060187,2015,"{""type"":""Point"",""coordinates"":[-122.386060187,37.7457569905]}",0,1,0,0,0,0,0,1,0,0,0,0,"['AMADOR ST', 'ILLINOIS ST']",0,1,0,0,0,1
POINT(-122.386060187 37.7457569905),37.7457569905,-122.386060187,2017,"{""type"":""Point"",""coordinates"":[-122.386060187,37.7457569905]}",1,0,0,0,1,0,0,0,0,0,0,0,"['AMADOR ST', 'ILLINOIS ST']",1,0,1,0,0,0
POINT(-122.386060187 37.7457569905),37.7457569905,-122.386060187,2018,"{""type"":""Point"",""coordinates"":[-122.386060187,37.7457569905]}",1,0,0,0,0,1,0,0,0,0,0,0,"['AMADOR ST', 'ILLINOIS ST']",1,0,0,1,0,0
POINT(-122.386060187 37.7457569905),37.7457569905,-122.386060187,2020,"{""type"":""Point"",""coordinates"":[-122.386060187,37.7457569905]}",0,1,0,0,0,0,0,1,0,0,0,0,"['AMADOR ST', 'ILLINOIS ST']",0,1,0,0,0,1
POINT(-122.386060187 37.7457569905),37.7457569905,-122.386060187,2021,"{""type"":""Point"",""coordinates"":[-122.386060187,37.7457569905]}",1,0,0,0,0,1,0,0,0,0,0,0,"['AMADOR ST', 'ILLINOIS ST']",1,0,0,1,0,0
POINT(-122.386060187 37.7457569905),37.7457569905,-122.386060187,2022,"{""type"":""Point"",""coordinates"":[-122.386060187,37.7457569905]}",1,0,0,0,0,1,0,0,0,0,0,0,"['AMADOR ST', 'ILLINOIS ST']",1,0,0,1,0,0
POINT(-122.386243138 37.7203570253),37.7203570253,-122.386243138,2014,"{""type"":""Point"",""coordinates"":[-122.386243138,37.7203570253]}",0,1,0,0,0,0,1,0,0,0,0,0,"['CAMERON WAY', 'NICHOLS WAY']",0,1,0,0,1,0
POINT(-122.38629638 37.7690012697),37.7690012697,-122.38629638,2016,"{""type"":""Point"",""coordinates"":[-122.38629638,37.7690012697]}",1,1,0,0,1,0,0,1,0,0,0,0,"['SOUTH ST', 'TERRY A FRANCOIS BLVD']",1,1,1,0,0,1
POINT(-122.38629638 37.7690012697),37.7690012697,-122.38629638,2018,"{""type"":""Point"",""coordinates"":[-122.38629638,37.7690012697]}",1,0,0,0,1,0,0,0,0,0,0,0,"['SOUTH ST', 'TERRY A FRANCOIS BLVD']",1,0,1,0,0,0
POINT(-122.386398905 37.7389830507),37.7389830507,-122.386398905,2010,"{""type"":""Point"",""coordinates"":[-122.386398905,37.7389830507]}",0,1,0,0,0,0,0,1,0,0,0,0,"['HUDSON AVE', 'MENDELL ST']",0,1,0,0,0,1
POINT(-122.386398905 37.7389830507),37.7389830507,-122.386398905,2015,"{""type"":""Point"",""coordinates"":[-122.386398905,37.7389830507]}",1,0,0,0,0,1,0,0,0,0,0,0,"['HUDSON AVE', 'MENDELL ST']",1,0,0,1,0,0
POINT(-122.386398905 37.7389830507),37.7389830507,-122.386398905,2017,"{""type"":""Point"",""coordinates"":[-122.386398905,37.7389830507]}",0,2,0,0,0,0,1,1,0,0,0,0,"['HUDSON AVE', 'MENDELL ST']",0,2,0,0,1,1
POINT(-122.386398905 37.7389830507),37.7389830507,-122.386398905,2019,"{""type"":""Point"",""coordinates"":[-122.386398905,37.7389830507]}",1,0,0,0,0,1,0,0,0,0,0,0,"['HUDSON AVE', 'MENDELL ST']",1,0,0,1,0,0
POINT(-122.386398905 37.7389830507),37.7389830507,-122.386398905,2021,"{""type"":""Point"",""coordinates"":[-122.386398905,37.7389830507]}",0,1,0,0,0,0,0,1,0,0,0,0,"['HUDSON AVE', 'MENDELL ST']",0,1,0,0,0,1
POINT(-122.386418476 37.7295427115),37.7295427115,-122.386418476,2012,"{""type"":""Point"",""coordinates"":[-122.386418476,37.7295427115]}",0,1,0,0,0,0,0,1,0,0,0,0,"['JENNINGS ST', 'REVERE AVE']",0,1,0,0,0,1
POINT(-122.386418476 37.7295427115),37.7295427115,-122.386418476,2013,"{""type"":""Point"",""coordinates"":[-122.386418476,37.7295427115]}",0,1,0,0,0,0,0,1,0,0,0,0,"['JENNINGS ST', 'REVERE AVE']",0,1,0,0,0,1
POINT(-122.386418476 37.7295427115),37.7295427115,-122.386418476,2017,"{""type"":""Point"",""coordinates"":[-122.386418476,37.7295427115]}",0,1,0,0,0,0,0,1,0,0,0,0,"['JENNINGS ST', 'REVERE AVE']",0,1,0,0,0,1
POINT(-122.386418476 37.7295427115),37.7295427115,-122.386418476,2019,"{""type"":""Point"",""coordinates"":[-122.386418476,37.7295427115]}",0,1,0,0,0,0,0,1,0,0,0,0,"['JENNINGS ST', 'REVERE AVE']",0,1,0,0,0,1
POINT(-122.386554542 37.7419502411),37.7419502411,-122.386554542,2008,"{""type"":""Point"",""coordinates"":[-122.386554542,37.7419502411]}",1,0,1,0,0,1,0,0,0,1,0,0,"['EVANS AVE', 'NEWHALL ST']",0,0,0,0,0,0
POINT(-122.386554542 37.7419502411),37.7419502411,-122.386554542,2011,"{""type"":""Point"",""coordinates"":[-122.386554542,37.7419502411]}",0,1,0,0,0,0,0,1,0,0,0,0,"['EVANS AVE', 'NEWHALL ST']",0,1,0,0,0,1
POINT(-122.386554542 37.7419502411),37.7419502411,-122.386554542,2014,"{""type"":""Point"",""coordinates"":[-122.386554542,37.7419502411]}",0,1,0,0,0,0,0,1,0,0,0,0,"['EVANS AVE', 'NEWHALL ST']",0,1,0,0,0,1
POINT(-122.386554542 37.7419502411),37.7419502411,-122.386554542,2022,"{""type"":""Point"",""coordinates"":[-122.386554542,37.7419502411]}",0,1,0,0,0,0,0,1,0,0,0,0,"['EVANS AVE', 'NEWHALL ST']",0,1,0,0,0,1
POINT(-122.386568298 37.7503250423),37.7503250423,-122.386568298,2018,"{""type"":""Point"",""coordinates"":[-122.386568298,37.7503250423]}",1,0,0,0,1,0,0,0,0,0,0,0,"['CESAR CHAVEZ ST', 'ILLINOIS ST']",1,0,1,0,0,0
POINT(-122.386618704 37.7324663907),37.7324663907,-122.386618704,2011,"{""type"":""Point"",""coordinates"":[-122.386618704,37.7324663907]}",0,1,0,0,0,0,0,1,0,0,0,0,"['KEITH ST', 'OAKDALE AVE']",0,1,0,0,0,1
POINT(-122.386800106 37.7259856664),37.7259856664,-122.386800106,2021,"{""type"":""Point"",""coordinates"":[-122.386800106,37.7259856664]}",1,0,0,0,0,1,0,0,0,0,0,0,"['INGALLS ST', 'VAN DYKE AVE']",1,0,0,1,0,0
POINT(-122.386811647 37.7528903776),37.7528903776,-122.386811647,2016,"{""type"":""Point"",""coordinates"":[-122.386811647,37.7528903776]}",1,0,0,0,1,0,0,0,0,0,0,0,"['25TH ST', 'ILLINOIS ST']",1,0,1,0,0,0
POINT(-122.386811647 37.7528903776),37.7528903776,-122.386811647,2019,"{""type"":""Point"",""coordinates"":[-122.386811647,37.7528903776]}",2,0,0,0,2,0,0,0,0,0,0,0,"['25TH ST', 'ILLINOIS ST']",2,0,2,0,0,0
POINT(-122.386849666 37.7175090012),37.7175090012,-122.386849666,2010,"{""type"":""Point"",""coordinates"":[-122.386849666,37.7175090012]}",0,1,0,0,0,0,0,1,0,0,0,0,"['GIANTS DR', 'GILMAN AVE']",0,1,0,0,0,1
POINT(-122.386961692 37.7383588229),37.7383588229,-122.386961692,2010,"{""type"":""Point"",""coordinates"":[-122.386961692,37.7383588229]}",0,1,0,0,0,0,0,1,0,0,0,0,"['INNES AVE', 'MENDELL ST']",0,1,0,0,0,1
POINT(-122.386984202 37.7289186561),37.7289186561,-122.386984202,2007,"{""type"":""Point"",""coordinates"":[-122.386984202,37.7289186561]}",0,1,0,0,0,0,1,0,0,0,0,0,"['JENNINGS ST', 'SHAFTER AVE']",0,1,0,0,1,0
POINT(-122.387065851 37.7554462209),37.7554462209,-122.387065851,2006,"{""type"":""Point"",""coordinates"":[-122.387065851,37.7554462209]}",1,0,0,0,1,0,0,0,0,0,0,0,"['23RD ST', 'ILLINOIS ST']",1,0,1,0,0,0
POINT(-122.387065851 37.7554462209),37.7554462209,-122.387065851,2015,"{""type"":""Point"",""coordinates"":[-122.387065851,37.7554462209]}",1,0,0,0,0,1,0,0,0,0,0,0,"['23RD ST', 'ILLINOIS ST']",1,0,0,1,0,0
POINT(-122.387065851 37.7554462209),37.7554462209,-122.387065851,2021,"{""type"":""Point"",""coordinates"":[-122.387065851,37.7554462209]}",1,1,0,0,1,0,1,0,0,0,0,0,"['23RD ST', 'ILLINOIS ST']",1,1,1,0,1,0
